confidence,brand,domain,source,other_candidates,slug,seller_page
low,Nua Women,nuawoman.com,buyhatke,,nua-women-gift-card,https://buyhatke.com/gift-cards/nua-women-gift-card
low,Nykaa Men,myglamm.com,maximize,,nykaa-men,https://www.maximize.money/gift-cards/Nykaa Men/341
low,Oven Story,eatsure.com,gyftr,,oven-story,https://www.gyftr.com/oven-story
low,Oven Story,eatsure.com,buyhatke,,oven-story-gift-card,https://buyhatke.com/gift-cards/oven-story-gift-card
low,Ovenstory,qwikcilver.com,maximize,eatsure.com,ovenstory,https://www.maximize.money/gift-cards/Ovenstory/659
low,PC Chandra Gems Gold Coin,pcchandraindia.com,buyhatke,,pc-chandra-gems-gold-coin-gift-card,https://buyhatke.com/gift-cards/pc-chandra-gems-gold-coin-gift-card
low,PC Chandra Gold Coin,pcchandraindia.com,maximize,,pc-chandra-gold-coin,https://www.maximize.money/gift-cards/PC Chandra Gold Coin/939
low,PC Chandra Gold Coin,pcchandraindia.com,buyhatke,,pc-chandra-gold-coin-gift-card,https://buyhatke.com/gift-cards/pc-chandra-gold-coin-gift-card
low,PCJ Diamond,pcjeweller.com,buyhatke,,pcj-diamond-gift-card,https://buyhatke.com/gift-cards/pcj-diamond-gift-card
low,PCJ Gold Coin,pcjeweller.com,buyhatke,,pcj-gold-coin-gift-card,https://buyhatke.com/gift-cards/pcj-gold-coin-gift-card
low,PCJ Gold Jewellery,pcjeweller.com,buyhatke,,pcj-gold-jewellery-gift-card,https://buyhatke.com/gift-cards/pcj-gold-jewellery-gift-card
low,Pronto,brandpts.com,maximize,,pronto,https://www.maximize.money/gift-cards/Pronto/1033
low,Pure Home & Living,purehomeandliving.com,maximize,,pure-home-amp-living,https://www.maximize.money/gift-cards/Pure Home &amp; Living/604
low,Pure Home + Living,purehomeandliving.com,gyftr,,pure-home-living,https://www.gyftr.com/pure-home-living
low,Pure Home Living,purehomeandliving.com,buyhatke,,pure-home-living-gift-card,https://buyhatke.com/gift-cards/pure-home-living-gift-card
low,PVR INOX,pvrcinemas.com,gyftr,inoxmovies.com,pvr,https://www.gyftr.com/pvr
low,Rainbow Six Mobile,redeemnow.com,gyftr,,rainbow-six-mobile,https://www.gyftr.com/rainbow-six-mobile
low,Rainbow Six Mobile,redeemnow.com,maximize,,rainbow-six-mobile,https://www.maximize.money/gift-cards/Rainbow Six Mobile/1123
low,Reader's Digest,subscriptions.intoday.in,gyftr,intoday.in,readers-digest,https://www.gyftr.com/readers-digest
low,Riot League of Legends 1660,riotgames.com,maximize,,riot-league-of-legends-1660,https://www.maximize.money/gift-cards/Riot League of Legends 1660/1022
low,Riot League of Legends 2900,riotgames.com,maximize,,riot-league-of-legends-2900,https://www.maximize.money/gift-cards/Riot League of Legends 2900/1023
low,Riot League of Legends 415,riotgames.com,maximize,,riot-league-of-legends-415,https://www.maximize.money/gift-cards/Riot League of Legends 415/1020
low,Riot League of Legends 4150,riotgames.com,maximize,,riot-league-of-legends-4150,https://www.maximize.money/gift-cards/Riot League of Legends 4150/1024
low,Riot League of Legends 830,riotgames.com,maximize,,riot-league-of-legends-830,https://www.maximize.money/gift-cards/Riot League of Legends 830/1021
low,Satya Paul-Luxe,luxegiftcard.com,maximize,pinelabs.com,satya-paul-luxe,https://www.maximize.money/gift-cards/Satya Paul-Luxe/475
low,Scotch and Soda-Luxe,luxegiftcard.com,maximize,pinelabs.com,scotch-and-soda-luxe,https://www.maximize.money/gift-cards/Scotch and Soda-Luxe/476
low,Scotch Soda Luxe,luxegiftcard.com,buyhatke,u00a0luxegiftcard.com,scotch-soda-luxe-gift-card,https://buyhatke.com/gift-cards/scotch-soda-luxe-gift-card
low,Skullcandy,shop.brandeyes.in,gyftr,brandeyes.in,skullcandy,https://www.gyftr.com/skullcandy
low,Sri Jagdamba Pearls,jpearls.com,buyhatke,,sri-jagdamba-pearls-gift-card,https://buyhatke.com/gift-cards/sri-jagdamba-pearls-gift-card
low,Steam Gift Card,steampowered.com,gyftr,,steam-gift-card,https://www.gyftr.com/steam-gift-card
low,Steam Wallet,steampowered.com,gyftr,store.steampowered.com,steam-wallet,https://www.gyftr.com/steam-wallet
low,Steve Madde Luxe,luxegiftcard.com,buyhatke,pinelabs.com,steve-madde-luxe-gift-card,https://buyhatke.com/gift-cards/steve-madde-luxe-gift-card
low,Steve Madde-Luxe,luxegiftcard.com,maximize,pinelabs.com,steve-madde-luxe,https://www.maximize.money/gift-cards/Steve Madde-Luxe/901
low,Sun Scoop,innovist.com,buyhatke,,sun-scoop-gift-card,https://buyhatke.com/gift-cards/sun-scoop-gift-card
low,Superdry - Luxe,luxegiftcard.com,maximize,pinelabs.com,superdry-luxe,https://www.maximize.money/gift-cards/Superdry-Luxe/902
low,Sweet Truth,eatsure.com,gyftr,,sweet-truth,https://www.gyftr.com/sweet-truth
low,Sweet Truth,eatsure.com,maximize,,sweet-truth,https://www.maximize.money/gift-cards/Sweet Truth/692
low,Sweet Truth,eatsure.com,buyhatke,,sweet-truth-gift-card,https://buyhatke.com/gift-cards/sweet-truth-gift-card
low,Tagg,amdigital.in,buyhatke,,tagg-gift-card,https://buyhatke.com/gift-cards/tagg-gift-card
low,The Good Bowl,eatsure.com,gyftr,,the-good-bowl,https://www.gyftr.com/the-good-bowl
low,The Good Bowl,eatsure.com,maximize,,the-good-bowl,https://www.maximize.money/gift-cards/The Good Bowl/697
low,The Good Bowl,eatsure.com,buyhatke,,the-good-bowl-gift-card,https://buyhatke.com/gift-cards/the-good-bowl-gift-card
low,Third Wave Coffee,cdn.razorpay.com,buyhatke,razorpay.com,third-wave-coffee-gift-card,https://buyhatke.com/gift-cards/third-wave-coffee-gift-card
low,Tumi - Luxe,luxegiftcard.com,maximize,pinelabs.com,tumi---luxe-1116,https://www.maximize.money/gift-cards/Tumi - Luxe/1116
low,Urban Ladder,urbanlader.com,buyhatke,,urban-ladder-gift-card,https://buyhatke.com/gift-cards/urban-ladder-gift-card
low,Valorant,riotgames.com,gyftr,,valorant,https://www.gyftr.com/valorant
low,Valorant,riotgames.com,buyhatke,,valorant-gift-card,https://buyhatke.com/gift-cards/valorant-gift-card
low,Valorant Gift Card,riotgames.com,gyftr,shop.riotgames.com | prepaidcards.riotgames.com,valorant-gift-card,https://www.gyftr.com/valorant-gift-card
low,Veridicus,odhilife.com,buyhatke,,veridicus-gift-card,https://buyhatke.com/gift-cards/veridicus-gift-card
low,Wendy's,eatsure.com,maximize,,wendy-s,https://www.maximize.money/gift-cards/Wendy's/704
low,Wendys,eatsure.com,buyhatke,,wendys-gift-card,https://buyhatke.com/gift-cards/wendys-gift-card
low,Wow Chicken,brandpts.com,buyhatke,,wow-chicken-gift-card,https://buyhatke.com/gift-cards/wow-chicken-gift-card
low,Wow Momo,brandpts.com,buyhatke,,wow-momo-gift-card,https://buyhatke.com/gift-cards/wow-momo-gift-card
